Account,PageNumber,Date,Detalhes,Debit,Credit,Balance
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,39,7 Jul 2025,To pocket EUR Ia saves for holidays etc from EUR,,5.00,161.09
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,39,7 Jul 2025,Circle K Gas Station,,52.59,108.50
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,39,7 Jul 2025,Lidl,,36.05,72.45
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,39,7 Jul 2025,To Ianara Fernandes,,10.00,62.45
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,39,7 Jul 2025,From Theo new house,,85.00,147.45
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,39,7 Jul 2025,To pocket EUR Ia saves for holidays etc from EUR,,3.50,143.95
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,39,7 Jul 2025,To pocket EUR Ia saves for holidays etc from EUR,,5.00,138.95
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,39,7 Jul 2025,To pocket EUR Ia saves for holidays etc from EUR,,10.00,128.95
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,39,7 Jul 2025,To pocket EUR Ia saves for holidays etc from EUR,,0.10,128.85
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,39,7 Jul 2025,Apple Pay top-up by *5361,,55.00,183.85
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,39,7 Jul 2025,To pocket EUR Ia saves for holidays etc from EUR,,1.50,182.35
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,39,7 Jul 2025,Pocket Withdrawal,,34.00,216.35
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,39,7 Jul 2025,To pocket EUR Ia saves for holidays etc from EUR,,3.50,212.85
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,39,8 Jul 2025,To pocket EUR Ia saves for holidays etc from EUR,,5.00,207.85
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,39,8 Jul 2025,From Holiday,,50.00,257.85
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,39,8 Jul 2025,Transfer to Revolut user,,40.00,217.85
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,39,8 Jul 2025,To Holiday,,5.00,212.85
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,39,8 Jul 2025,To Theo new house,,5.00,207.85
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,39,8 Jul 2025,Mcdonald's,,7.85,200.00
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,40,8 Jul 2025,Bookstation,,20.00,180.00
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,40,8 Jul 2025,Pocket Withdrawal,,8.00,188.00
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,40,8 Jul 2025,From Holiday,,100.00,288.00
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,40,8 Jul 2025,To pocket EUR Ia saves for holidays etc from EUR,,3.00,285.00
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,40,8 Jul 2025,Tuthills,,12.99,272.01
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,40,8 Jul 2025,More4Less,,3.50,268.51
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,40,8 Jul 2025,GoCar,,0.50,268.01
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,40,8 Jul 2025,GoCar,,28.15,239.86
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,40,8 Jul 2025,GoCar,,3.70,236.16
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,40,8 Jul 2025,GoCar,,3.70,232.46
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,40,8 Jul 2025,GoCar,,13.75,218.71
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,40,8 Jul 2025,GoCar,,11.50,207.21
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,40,8 Jul 2025,GoCar,,11.65,195.56
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,40,8 Jul 2025,GoCar,,80.65,114.91
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,40,8 Jul 2025,Transfer from ALEKSA LUDMILLA CAMPOS,,50.00,164.91
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,40,8 Jul 2025,From Holiday,,150.00,314.91
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,40,8 Jul 2025,To pocket EUR Ia saves for holidays etc from EUR,,6.50,308.41
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,40,8 Jul 2025,To pocket EUR Ia saves for holidays etc from EUR,,3.00,305.41
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,40,8 Jul 2025,Pocket Withdrawal,,13.20,318.61
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,40,8 Jul 2025,To Theo new house,,3.00,315.61
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,40,8 Jul 2025,Transfer from SARA MARTINS DE SOUZA OLIVEIRA,,85.00,400.61
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,41,8 Jul 2025,To Theo new house,,3.00,397.61
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,41,8 Jul 2025,To Theo new house,,3.00,394.61
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,41,8 Jul 2025,To Theo new house,,7.00,387.61
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,41,9 Jul 2025,To Theo new house,,3.00,384.61
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,41,9 Jul 2025,From Theo new house,,20.00,404.61
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,41,9 Jul 2025,From Holiday,,200.00,604.61
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,41,9 Jul 2025,To Theo new house,,0.10,604.51
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,41,9 Jul 2025,To Holiday,,5.00,599.51
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,41,9 Jul 2025,To Theo new house,,5.00,594.51
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,41,9 Jul 2025,NorthLink M1,,2.30,592.21
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,41,9 Jul 2025,Junos Coffee,,3.00,589.21
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,41,9 Jul 2025,Circle K Gas Station,,15.70,573.51
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,41,9 Jul 2025,Southside Motor Factors,,248.35,325.16
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,41,9 Jul 2025,NorthLink M1,,2.30,322.86
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,41,9 Jul 2025,NorthLink M1,,2.30,320.56
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,41,9 Jul 2025,GoCar,,3.70,316.86
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,41,9 Jul 2025,GoCar,,3.70,313.16
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,41,9 Jul 2025,GoCar,,3.70,309.46
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,41,9 Jul 2025,GoCar,,3.70,305.76
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,41,9 Jul 2025,GoCar,,0.50,306.26
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,41,9 Jul 2025,To Theo new house,,10.00,296.26
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,41,10 Jul 2025,To Holiday,,34.00,262.26
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,41,10 Jul 2025,D Nail,,45.00,217.26
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,42,10 Jul 2025,Transfer from GIUSEPE TARGINO DE SOUZA,,45.00,262.26
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,42,10 Jul 2025,To Holiday,,45.00,217.26
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,42,10 Jul 2025,Southside Motor Factors,,104.99,112.27
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,42,10 Jul 2025,GoCar,,3.70,108.57
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,42,10 Jul 2025,GoCar,,108.25,0.32
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,42,11 Jul 2025,From Holiday,,30.00,30.32
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,42,11 Jul 2025,From Theo new house,,19.00,49.32
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,42,11 Jul 2025,From Holiday,,15.00,64.32
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,42,11 Jul 2025,To Theo new house,,6.50,57.82
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,42,11 Jul 2025,To Holiday,,5.00,52.82
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,42,11 Jul 2025,To Theo new house,,5.00,47.82
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,42,12 Jul 2025,Transfer from PAOLA RECH,,20.00,67.82
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,42,12 Jul 2025,From Theo new house,,12.00,79.82
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,42,12 Jul 2025,Transfer from WENDER COSTA SILVA,,55.00,134.82
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,42,12 Jul 2025,To Holiday,,55.00,79.82
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,42,12 Jul 2025,Circle K Gas Station,,29.09,50.73
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,42,13 Jul 2025,To EUR,,10.00,60.73
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,42,13 Jul 2025,To Theo new house,,3.50,57.23
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,42,13 Jul 2025,Mcdonald's,,18.35,38.88
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,42,13 Jul 2025,Circle K Gas Station,,30.00,8.88
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,42,13 Jul 2025,From Holiday,,20.00,28.88
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,42,14 Jul 2025,Circle K Gas Station,,20.00,8.88
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,43,14 Jul 2025,From Holiday,,100.00,108.88
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,43,14 Jul 2025,To Ianara Fernandes,,100.00,8.88
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,43,14 Jul 2025,Mcdonald's,,5.65,3.23
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,43,15 Jul 2025,Top-up by *****,,65.00,68.23
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,43,15 Jul 2025,To Holiday,,5.00,63.23
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,43,15 Jul 2025,To Theo new house,,5.00,58.23
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,43,15 Jul 2025,Transfer from LHEANDRA OLIVEIRA DE SOUSA,,40.00,98.23
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,43,16 Jul 2025,Payment from AIRBNB PAYMENTS LUXEMBOURG S.A.,,105.94,204.17
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,43,16 Jul 2025,To Theo new house,,10.00,194.17
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,43,16 Jul 2025,To Theo new house,,10.00,184.17
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,43,16 Jul 2025,To Holiday,,5.00,179.17
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,43,16 Jul 2025,To Theo new house,,5.00,174.17
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,43,16 Jul 2025,To Ianara Fernandes,,135.00,39.17
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,43,17 Jul 2025,Google Pay top-up by *8687,,240.00,279.17
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,43,17 Jul 2025,To Holiday,,240.00,39.17
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,43,17 Jul 2025,From Theo new house,,20.00,59.17
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,43,17 Jul 2025,To Theo new house,,1.50,57.67
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,43,17 Jul 2025,To Holiday,,5.00,52.67
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,43,17 Jul 2025,Circle K Gas Station,,20.00,32.67
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,43,17 Jul 2025,Circle K Gas Station,,8.50,24.17
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,43,17 Jul 2025,Mcdonald's,,8.65,15.52
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,43,18 Jul 2025,Transfer from NATHALIA MARTINS AMERICANO,,45.00,60.52
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,43,18 Jul 2025,To Theo new house,,10.00,50.52
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,44,18 Jul 2025,Lidl,,12.85,37.67
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,44,18 Jul 2025,Transfer from ANA LUIZA PEREIRA PUCCINI,,60.00,97.67
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,44,18 Jul 2025,To Holiday,,5.00,92.67
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,44,18 Jul 2025,To Theo new house,,5.00,87.67
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,44,18 Jul 2025,To Theo new house,,10.00,77.67
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,44,19 Jul 2025,Circle K Gas Station,,25.00,52.67
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,44,19 Jul 2025,Circle K Gas Station,,35.00,17.67
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,44,19 Jul 2025,To Theo new house,,7.70,9.97
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,44,19 Jul 2025,To Holiday,,5.00,4.97
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,44,19 Jul 2025,From Theo new house,,40.00,44.97
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,44,19 Jul 2025,To Theo new house,,9.00,35.97
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,44,19 Jul 2025,Transfer from RAFAELA DAVILA RODRIGUES,,40.00,75.97
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,44,19 Jul 2025,To Holiday,,40.00,35.97
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,44,19 Jul 2025,To Theo new house,,3.50,32.47
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,44,19 Jul 2025,To Theo new house,,5.00,27.47
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,44,19 Jul 2025,To Theo new house,,2.10,25.37
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,44,20 Jul 2025,Shopify,,1.23,24.14
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,44,20 Jul 2025,Boots,,5.79,18.35
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,44,20 Jul 2025,From Theo new house,,20.00,38.35
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,44,20 Jul 2025,To Holiday,,5.00,33.35
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,44,20 Jul 2025,To Theo new house,,5.00,28.35
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,44,20 Jul 2025,Centra,,7.10,21.25
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,44,20 Jul 2025,Mcdonald's,,5.65,15.60
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,44,20 Jul 2025,From Theo new house,,12.00,27.60
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,45,20 Jul 2025,From Holiday,,11.00,38.60
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,45,20 Jul 2025,To Theo new house,,1.60,37.00
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,45,21 Jul 2025,Tesco,,22.84,14.16
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,45,21 Jul 2025,To Holiday,,5.00,9.16
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,45,21 Jul 2025,To Theo new house,,5.00,4.16
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,45,21 Jul 2025,From Holiday,,100.00,104.16
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,45,21 Jul 2025,To Theo new house,,5.00,99.16
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,45,21 Jul 2025,To Theo new house,,5.00,94.16
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,45,21 Jul 2025,To Theo new house,,10.00,84.16
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,45,21 Jul 2025,Payment from WISE,,441.58,525.74
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,45,21 Jul 2025,To Holiday,,445.00,80.74
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,45,22 Jul 2025,From Holiday,,100.00,180.74
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,45,22 Jul 2025,To Theo new house,,4.80,175.94
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,45,22 Jul 2025,From Theo new house,,20.00,195.94
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,45,22 Jul 2025,From Holiday,,"1,050.00","1,245.94"
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,45,22 Jul 2025,From Theo new house,,12.00,"1,257.94"
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,45,22 Jul 2025,To Holiday,,5.00,"1,252.94"
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,45,22 Jul 2025,To Theo new house,,5.00,"1,247.94"
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,45,22 Jul 2025,Circle K Gas Station,,50.00,"1,197.94"
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,45,22 Jul 2025,Liffey Valley parking,,2.50,"1,195.44"
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,45,22 Jul 2025,Penneys,,27.50,"1,167.94"
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,45,22 Jul 2025,Temu,,41.52,"1,126.42"
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,45,22 Jul 2025,Temu,,73.84,"1,052.58"
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,45,22 Jul 2025,To Theo new house,,9.90,"1,042.68"
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,45,22 Jul 2025,Google Pay top-up by *8687,,100.00,"1,142.68"
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,46,22 Jul 2025,From Theo new house,,14.00,"1,156.68"
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,46,23 Jul 2025,To Theo new house,,3.20,"1,153.48"
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,46,23 Jul 2025,From Theo new house,,4.00,"1,157.48"
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,46,23 Jul 2025,From Holiday,,5.00,"1,162.48"
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,46,23 Jul 2025,To Holiday,,5.00,"1,157.48"
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,46,23 Jul 2025,To Theo new house,,5.00,"1,152.48"
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,46,23 Jul 2025,Dunnes Stores,,56.01,"1,096.47"
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,46,23 Jul 2025,To Theo new house,,8.00,"1,088.47"
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,46,23 Jul 2025,Google Pay top-up by *8687,,100.00,"1,188.47"
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,46,23 Jul 2025,To Theo new house,,10.00,"1,178.47"
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,46,24 Jul 2025,Ultra plan fee,,45.00,"1,133.47"
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,46,24 Jul 2025,Transfer from THIAGO TIZOTTI,,50.00,"1,183.47"
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,46,24 Jul 2025,Clayton Hotels,,16.00,"1,167.47"
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,46,24 Jul 2025,Booking.com,,"1,059.68",107.79
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,46,24 Jul 2025,Transfer from Revolut user,,65.00,172.79
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,46,24 Jul 2025,To Holiday,,5.00,167.79
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,46,24 Jul 2025,To Theo new house,,5.00,162.79
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,46,24 Jul 2025,To Theo new house,,100.00,62.79
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,46,24 Jul 2025,To Holiday,,50.00,12.79
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,46,24 Jul 2025,BDS Vending,,2.20,10.59
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,46,25 Jul 2025,Iclasspro,,34.00,44.59
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,46,25 Jul 2025,Top-up by *****,,65.00,109.59
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,46,25 Jul 2025,To Theo new house,,50.00,59.59
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,46,25 Jul 2025,To Holiday,,50.00,9.59
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,47,25 Jul 2025,To Holiday,,5.00,4.59
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,47,25 Jul 2025,From Holiday,,30.00,34.59
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,47,25 Jul 2025,To Theo new house,,0.60,33.99
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,47,25 Jul 2025,To Theo new house,,5.00,28.99
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,47,25 Jul 2025,Google Pay top-up by *8687,,170.00,198.99
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,47,25 Jul 2025,From Theo new house,,50.00,248.99
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,47,26 Jul 2025,Temu,,25.94,223.05
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,47,26 Jul 2025,Iclasspro,,170.00,53.05
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,47,26 Jul 2025,From Theo new house,,50.00,103.05
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,47,26 Jul 2025,To Theo new house,,3.10,99.95
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,47,26 Jul 2025,Circle K Gas Station,,50.00,49.95
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,47,26 Jul 2025,From Theo new house,,20.00,69.95
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,47,27 Jul 2025,Transfer from ALINE ROCKERT MARQUES GUEDES,,55.00,124.95
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,47,27 Jul 2025,Transfer from ISADORA SILVA ARAUJO,,30.00,154.95
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,47,27 Jul 2025,ALDI,,40.69,114.26
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,47,27 Jul 2025,To Theo new house,,6.70,107.56
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,47,27 Jul 2025,Temu,,45.33,62.23
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,47,27 Jul 2025,Transfer from WENDER COSTA SILVA,,55.00,117.23
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,47,28 Jul 2025,Transfer from Mariana Rockert Marques,,55.00,172.23
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,47,28 Jul 2025,To Theo new house,,8.00,164.23
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,47,28 Jul 2025,To Theo new house,,8.50,155.73
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,47,29 Jul 2025,Amazon,,31.20,124.53
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,48,29 Jul 2025,To Theo new house,,5.30,119.23
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,48,29 Jul 2025,To Holiday,,5.00,114.23
account-statement_2025-01-01_2025-11-27_en-ie_b8eae1 (2).pdf,48,29 Jul 2025,To Theo new house,,5.00,109.23
